agent, com_failure, correction, run_time, idletime, good_drops, wrong_drops, rooms_entered
simple team, 0.5, True, 81.479, 3.326, 2, 0, 11
simple team, 0.5, True, 114.117, 4.128, 4, 0, 15
simple team, 0.5, True, 114.117, 4.476, 2, 0, 17
simple team, 0.5, True, 114.117, 4.641, 0, 0, 16
simple team, 0.5, True, 101.747, 3.771, 6, 0, 13
simple team, 0.5, True, 101.747, 3.689, 0, 0, 13
simple team, 0.5, True, 101.747, 3.684, 0, 0, 14
simple team, 0.5, True, 129.351, 4.9, 4, 0, 18
simple team, 0.5, True, 129.351, 4.949, 1, 0, 20
simple team, 0.5, True, 129.351, 4.602, 1, 0, 19
simple team, 0.5, True, 87.933, 3.225, 1, 0, 12
simple team, 0.5, True, 87.933, 3.279, 1, 0, 15
simple team, 0.5, True, 87.933, 3.166, 4, 0, 12
simple team, 0.5, True, 98.366, 3.865, 0, 0, 12
simple team, 0.5, True, 98.366, 3.584, 4, 0, 12
simple team, 0.5, True, 98.366, 3.868, 2, 0, 15
simple team, 0.5, True, 92.784, 3.44, 1, 0, 11
simple team, 0.5, True, 92.784, 3.499, 3, 0, 13
simple team, 0.5, True, 92.784, 3.199, 2, 0, 12
simple team, 0.5, True, 91.243, 3.393, 3, 0, 11
simple team, 0.5, True, 91.243, 3.187, 1, 0, 12
simple team, 0.5, True, 91.243, 3.601, 2, 0, 12
simple team, 0.5, True, 91.359, 3.621, 2, 0, 12
simple team, 0.5, True, 91.359, 3.376, 3, 0, 13
simple team, 0.5, True, 91.359, 3.156, 1, 0, 11
simple team, 0.5, True, 104.825, 3.877, 1, 0, 11
simple team, 0.5, True, 104.825, 3.691, 0, 0, 14
simple team, 0.5, True, 104.825, 4.083, 5, 0, 16
simple team, 0.5, True, 91.473, 3.425, 1, 0, 15
simple team, 0.5, True, 91.473, 3.491, 1, 0, 12
simple team, 0.5, True, 91.473, 3.394, 4, 0, 11
simple team, 0.5, True, 99.382, 3.616, 1, 0, 14
simple team, 0.5, True, 99.382, 3.634, 3, 0, 11
simple team, 0.5, True, 99.382, 3.731, 2, 0, 13
simple team, 0.5, True, 86.75, 3.249, 3, 0, 11
simple team, 0.5, True, 86.75, 3.246, 0, 0, 12
simple team, 0.5, True, 86.75, 3.394, 3, 0, 13
simple team, 0.5, True, 81.917, 3.288, 2, 0, 13
simple team, 0.5, True, 81.917, 2.985, 0, 0, 10
simple team, 0.5, True, 81.917, 3.044, 4, 0, 12
simple team, 0.5, True, 72.28, 2.599, 3, 0, 8
simple team, 0.5, True, 72.28, 2.782, 1, 0, 10
simple team, 0.5, True, 72.28, 2.862, 2, 0, 10
simple team, 0.5, True, 70.352, 2.645, 0, 0, 9
simple team, 0.5, True, 70.352, 2.551, 1, 0, 9
simple team, 0.5, True, 70.352, 2.757, 5, 0, 10
simple team, 0.5, True, 87.751, 3.342, 3, 0, 13
simple team, 0.5, True, 87.751, 3.185, 2, 0, 13
simple team, 0.5, True, 87.751, 2.967, 1, 0, 9
simple team, 0.5, True, 87.964, 3.084, 3, 0, 9
simple team, 0.5, True, 87.964, 3.118, 0, 0, 12
simple team, 0.5, True, 87.964, 3.754, 3, 0, 14
simple team, 0.5, True, 83.271, 2.982, 1, 0, 12
simple team, 0.5, True, 83.271, 3.24, 1, 0, 11
simple team, 0.5, True, 83.271, 2.878, 4, 0, 11
simple team, 0.5, True, 105.442, 3.962, 3, 0, 14
simple team, 0.5, True, 105.442, 3.909, 1, 0, 16
simple team, 0.5, True, 105.442, 4.181, 2, 0, 15
simple team, 0.5, True, 91.685, 3.549, 4, 0, 13
simple team, 0.5, True, 91.685, 3.549, 2, 0, 13
simple team, 0.5, True, 91.685, 3.45, 0, 0, 13
simple team, 0.5, True, 145.804, 5.247, 0, 0, 25
simple team, 0.5, True, 145.804, 5.049, 0, 0, 26
simple team, 0.5, True, 145.804, 5.398, 6, 0, 23
simple team, 0.5, True, 95.84, 3.753, 1, 0, 13
simple team, 0.5, True, 95.84, 3.694, 0, 0, 14
simple team, 0.5, True, 95.84, 4.07, 5, 0, 15
simple team, 0, True, 98.628, 3.732, 1, 0, 13
simple team, 0, True, 98.628, 3.672, 2, 0, 12
simple team, 0, True, 98.628, 3.596, 3, 0, 14
simple team, 0, True, 74.45, 2.586, 1, 0, 10
simple team, 0, True, 74.45, 2.453, 2, 0, 10
simple team, 0, True, 74.45, 2.8, 3, 0, 9
simple team, 0, True, 87.542, 3.261, 1, 0, 12
simple team, 0, True, 87.542, 3.354, 4, 0, 13
simple team, 0, True, 87.542, 3.036, 1, 0, 11
simple team, 0, True, 84.63, 3.24, 2, 0, 12
simple team, 0, True, 84.63, 3.175, 0, 0, 11
simple team, 0, True, 84.63, 2.997, 4, 0, 12
simple team, 0, True, 79.131, 3.41, 1, 0, 11
simple team, 0, True, 79.131, 2.862, 1, 0, 9
simple team, 0, True, 79.131, 2.848, 4, 0, 11
simple team, 0, True, 83.3, 3.103, 1, 0, 12
simple team, 0, True, 83.3, 2.901, 2, 0, 9
simple team, 0, True, 83.3, 3.005, 3, 0, 12
simple team, 0, True, 83.508, 3.537, 4, 0, 13
simple team, 0, True, 83.508, 3.268, 1, 0, 9
simple team, 0, True, 83.508, 3.035, 1, 0, 9
simple team, 0, True, 96.555, 10.043, 1, 0, 6
simple team, 0, True, 96.555, 9.367, 0, 0, 5
simple team, 0, True, 96.555, 3.81, 5, 0, 14
simple team, 0, True, 82.021, 3.264, 2, 0, 11
simple team, 0, True, 82.021, 2.978, 2, 0, 9
simple team, 0, True, 82.021, 3.131, 2, 0, 11
simple team, 0, True, 90.864, 3.917, 2, 0, 11
simple team, 0, True, 90.864, 3.731, 2, 0, 11
simple team, 0, True, 90.864, 3.366, 2, 0, 11
simple team, 0, True, 95.102, 3.571, 3, 0, 13
simple team, 0, True, 95.102, 3.707, 2, 0, 15
simple team, 0, True, 95.102, 6.201, 1, 0, 11
simple team, 0, True, 109.647, 4.091, 3, 0, 14
simple team, 0, True, 109.647, 3.968, 2, 0, 16
simple team, 0, True, 109.647, 4.112, 1, 0, 16
simple team, 0, True, 73.327, 2.684, 2, 0, 9
simple team, 0, True, 73.327, 3.026, 1, 0, 12
simple team, 0, True, 73.327, 2.711, 3, 0, 10
simple team, 0, True, 75.816, 2.565, 1, 0, 9
simple team, 0, True, 75.816, 2.646, 3, 0, 9
simple team, 0, True, 75.816, 3.027, 2, 0, 11
simple team, 0, True, 60.275, 2.218, 2, 0, 7
simple team, 0, True, 60.275, 2.241, 2, 0, 8
simple team, 0, True, 60.275, 2.046, 2, 0, 7
simple team, 0, True, 70.924, 2.845, 2, 0, 11
simple team, 0, True, 70.924, 2.397, 2, 0, 9
simple team, 0, True, 70.924, 2.534, 2, 0, 11
simple team, 0, True, 83.516, 3.472, 3, 0, 13
simple team, 0, True, 83.516, 3.062, 3, 0, 11
simple team, 0, True, 83.516, 2.903, 0, 0, 9
simple team, 0, True, 66.815, 2.413, 3, 0, 8
simple team, 0, True, 66.815, 2.75, 2, 0, 9
simple team, 0, True, 66.815, 2.387, 1, 0, 8
simple team, 0, True, 66.907, 2.792, 3, 0, 9
simple team, 0, True, 66.907, 2.407, 2, 0, 11
simple team, 0, True, 66.907, 2.295, 1, 0, 8
simple team, 0, True, 78.5, 2.621, 1, 0, 9
simple team, 0, True, 78.5, 3.001, 4, 0, 9
simple team, 0, True, 78.5, 3.084, 1, 0, 11
simple team, 0, True, 96.719, 3.267, 4, 0, 12
simple team, 0, True, 96.719, 3.616, 1, 0, 13
simple team, 0, True, 96.719, 3.763, 1, 0, 13
simple team, 0, True, 79.288, 2.949, 3, 0, 12
simple team, 0, True, 79.288, 3.189, 0, 0, 12
simple team, 0, True, 79.288, 2.863, 3, 0, 9
simple team, 0, True, 86.959, 3.527, 5, 0, 12
simple team, 0, True, 86.959, 3.332, 1, 0, 10
simple team, 0, True, 86.959, 3.113, 0, 0, 11
simple team, 0, True, 95.808, 3.677, 1, 0, 13
simple team, 0, True, 95.808, 3.653, 4, 0, 14
simple team, 0, True, 95.808, 3.532, 1, 0, 13
simple team, 0, True, 97.87, 3.559, 2, 0, 12
simple team, 0, True, 97.87, 3.763, 3, 0, 15
simple team, 0, True, 97.87, 3.893, 1, 0, 13
simple team, 0, True, 97.234, 3.585, 1, 0, 12
simple team, 0, True, 97.234, 3.608, 3, 0, 14
simple team, 0, True, 97.234, 4.718, 2, 0, 10
simple team, 0, True, 87.873, 3.819, 2, 0, 15
simple team, 0, True, 87.873, 2.863, 2, 0, 10
simple team, 0, True, 87.873, 3.308, 2, 0, 12
simple team, 0, True, 81.845, 3.583, 3, 0, 13
simple team, 0, True, 81.845, 2.905, 2, 0, 9
simple team, 0, True, 81.845, 3.341, 1, 0, 11
simple team, 0, True, 74.482, 2.749, 3, 0, 11
simple team, 0, True, 74.482, 2.779, 0, 0, 9
simple team, 0, True, 74.482, 3.095, 3, 0, 10
simple team, 0, True, 84.561, 3.05, 2, 0, 11
simple team, 0, True, 84.561, 2.892, 3, 0, 11
simple team, 0, True, 84.561, 3.638, 1, 0, 12
simple team, 0, True, 77.295, 2.825, 1, 0, 10
simple team, 0, True, 77.295, 2.698, 1, 0, 9
simple team, 0, True, 77.295, 3.066, 4, 0, 12
simple team, 0, True, 68.914, 2.506, 1, 0, 8
simple team, 0, True, 68.914, 3.847, 1, 0, 8
simple team, 0, True, 68.914, 2.647, 4, 0, 10
simple team, 0, True, 102.569, 3.933, 4, 0, 15
simple team, 0, True, 102.569, 3.69, 2, 0, 13
simple team, 0, True, 102.569, 3.616, 0, 0, 11
simple team, 0, True, 87.158, 3.329, 2, 0, 13
simple team, 0, True, 87.158, 3.145, 1, 0, 11
simple team, 0, True, 87.158, 3.482, 3, 0, 12
simple team, 0, True, 97.744, 3.693, 2, 0, 14
simple team, 0, True, 97.744, 3.55, 0, 0, 13
simple team, 0, True, 97.744, 3.781, 4, 0, 13
simple team, 0, True, 96.853, 3.488, 3, 0, 13
simple team, 0, True, 96.853, 3.386, 0, 0, 11
simple team, 0, True, 96.853, 4.016, 3, 0, 14
simple team, 0, True, 76.216, 2.856, 3, 0, 11
simple team, 0, True, 76.216, 2.557, 3, 0, 10
simple team, 0, True, 76.216, 2.966, 0, 0, 10
simple team, 0, True, 85.575, 3.151, 4, 0, 13
simple team, 0, True, 85.575, 3.126, 2, 0, 10
simple team, 0, True, 85.575, 2.874, 0, 0, 10
simple team, 0, True, 84.133, 3.294, 2, 0, 11
simple team, 0, True, 84.133, 3.226, 1, 0, 10
simple team, 0, True, 84.133, 3.177, 3, 0, 10
simple team, 0, True, 65.084, 2.123, 1, 0, 7
simple team, 0, True, 65.084, 2.685, 2, 0, 9
simple team, 0, True, 65.084, 2.223, 3, 0, 8
simple team, 0, True, 68.228, 2.225, 0, 0, 7
simple team, 0, True, 68.228, 2.369, 2, 0, 8
simple team, 0, True, 68.228, 2.752, 4, 0, 10
simple team, 0, True, 84.57, 3.312, 3, 0, 13
simple team, 0, True, 84.57, 3.411, 1, 0, 13
simple team, 0, True, 84.57, 3.047, 2, 0, 12
simple team, 0, True, 90.617, 3.051, 1, 0, 11
simple team, 0, True, 90.617, 3.21, 2, 0, 11
simple team, 0, True, 90.617, 3.336, 3, 0, 13
simple team, 0, True, 85.346, 3.115, 3, 0, 11
simple team, 0, True, 85.346, 3.392, 3, 0, 11
simple team, 0, True, 85.346, 3.639, 0, 0, 11
simple team, 0, True, 83.315, 3.191, 2, 0, 12
simple team, 0, True, 83.315, 3.161, 3, 0, 13
simple team, 0, True, 83.315, 3.309, 1, 0, 12
simple team, 0, True, 110.705, 4.032, 2, 0, 15
simple team, 0, True, 110.705, 4.097, 3, 0, 15
simple team, 0, True, 110.705, 4.022, 1, 0, 13
simple team, 0, True, 67.306, 2.463, 3, 0, 9
simple team, 0, True, 67.306, 3.389, 0, 0, 7
simple team, 0, True, 67.306, 2.564, 3, 0, 10
simple team, 0, True, 66.366, 2.59, 1, 0, 9
simple team, 0, True, 66.366, 2.622, 4, 0, 9
simple team, 0, True, 66.366, 2.381, 1, 0, 9
simple team, 0, True, 81.654, 3.271, 3, 0, 11
simple team, 0, True, 81.654, 3.045, 1, 0, 12
simple team, 0, True, 81.654, 3.108, 2, 0, 11
simple team, 0.05, True, 81.795, 3.206, 2, 0, 11
simple team, 0.05, True, 81.795, 3.097, 3, 0, 11
simple team, 0.05, True, 81.795, 3.137, 1, 0, 11
simple team, 0.05, True, 80.155, 2.734, 2, 0, 9
simple team, 0.05, True, 80.155, 2.83, 3, 0, 10
simple team, 0.05, True, 80.155, 2.972, 1, 0, 10
simple team, 0.05, True, 81.608, 3.197, 2, 0, 13
simple team, 0.05, True, 81.608, 3.215, 3, 0, 12
simple team, 0.05, True, 81.608, 2.879, 1, 0, 12
simple team, 0.05, True, 69.897, 2.41, 4, 0, 8
simple team, 0.05, True, 69.897, 2.391, 0, 0, 7
simple team, 0.05, True, 69.897, 2.992, 2, 0, 10
simple team, 0.05, True, 77.594, 2.852, 1, 0, 10
simple team, 0.05, True, 77.594, 3.036, 1, 0, 9
simple team, 0.05, True, 77.594, 2.813, 4, 0, 9
simple team, 0.05, True, 102.342, 3.688, 1, 0, 14
simple team, 0.05, True, 102.342, 4.109, 3, 0, 16
simple team, 0.05, True, 102.342, 3.667, 2, 0, 15
simple team, 0.05, True, 96.73, 3.504, 3, 0, 12
simple team, 0.05, True, 96.73, 3.603, 3, 0, 14
simple team, 0.05, True, 96.73, 3.276, 0, 0, 13
simple team, 0.05, True, 82.817, 3.226, 3, 0, 14
simple team, 0.05, True, 82.817, 3.035, 1, 0, 9
simple team, 0.05, True, 82.817, 2.97, 2, 0, 11
simple team, 0.05, True, 87.691, 3.106, 4, 0, 11
simple team, 0.05, True, 87.691, 2.935, 1, 0, 12
simple team, 0.05, True, 87.691, 2.953, 1, 0, 14
simple team, 0.05, True, 87.834, 3.264, 0, 0, 11
simple team, 0.05, True, 87.834, 3.704, 6, 0, 14
simple team, 0.05, True, 87.834, 3.501, 0, 0, 12
simple team, 0.05, True, 81.423, 2.713, 3, 0, 9
simple team, 0.05, True, 81.423, 2.825, 2, 0, 9
simple team, 0.05, True, 81.423, 2.834, 1, 0, 9
simple team, 0.05, True, 82.516, 3.252, 3, 0, 12
simple team, 0.05, True, 82.516, 3.156, 2, 0, 10
simple team, 0.05, True, 82.516, 3.045, 1, 0, 12
simple team, 0.05, True, 94.505, 3.587, 2, 0, 12
simple team, 0.05, True, 94.505, 3.703, 4, 0, 13
simple team, 0.05, True, 94.505, 6.594, 0, 0, 12
simple team, 0.05, True, 69.774, 2.741, 0, 0, 9
simple team, 0.05, True, 69.774, 2.796, 4, 0, 10
simple team, 0.05, True, 69.774, 2.299, 2, 0, 8
simple team, 0.05, True, 72.404, 2.698, 2, 0, 10
simple team, 0.05, True, 72.404, 3.038, 2, 0, 10
simple team, 0.05, True, 72.404, 2.562, 2, 0, 8
simple team, 0.05, True, 82.82, 3.261, 6, 0, 12
simple team, 0.05, True, 82.82, 2.932, 0, 0, 9
simple team, 0.05, True, 82.82, 2.853, 0, 0, 11
simple team, 0.05, True, 81.09, 3.057, 3, 0, 14
simple team, 0.05, True, 81.09, 3.356, 3, 0, 11
simple team, 0.05, True, 81.09, 3.101, 0, 0, 10
simple team, 0.05, True, 124.232, 4.667, 4, 0, 17
simple team, 0.05, True, 124.232, 4.734, 0, 0, 19
simple team, 0.05, True, 124.232, 4.674, 2, 0, 16
simple team, 0.05, True, 60.082, 2.598, 3, 0, 10
simple team, 0.05, True, 60.082, 2.476, 1, 0, 10
simple team, 0.05, True, 60.082, 2.149, 2, 0, 7
simple team, 0.05, True, 67.636, 2.632, 3, 0, 10
simple team, 0.05, True, 67.636, 2.313, 0, 0, 7
simple team, 0.05, True, 67.636, 2.557, 3, 0, 9
simple team, 0.05, True, 71.824, 2.8, 3, 0, 10
simple team, 0.05, True, 71.824, 2.653, 3, 0, 10
simple team, 0.05, True, 71.824, 2.59, 0, 0, 8
simple team, 0.05, True, 88.362, 5.105, 3, 0, 9
simple team, 0.05, True, 88.362, 3.637, 2, 0, 13
simple team, 0.05, True, 88.362, 3.239, 1, 0, 12
simple team, 0.05, True, 116.173, 4.381, 0, 0, 20
simple team, 0.05, True, 116.173, 4.152, 4, 0, 14
simple team, 0.05, True, 116.173, 4.045, 2, 0, 17
simple team, 0.05, True, 105.028, 4.057, 5, 0, 15
simple team, 0.05, True, 105.028, 3.875, 1, 0, 12
simple team, 0.05, True, 105.028, 4.01, 0, 0, 15
simple team, 0.05, True, 74.577, 2.799, 0, 0, 9
simple team, 0.05, True, 74.577, 2.884, 3, 0, 10
simple team, 0.05, True, 74.577, 2.788, 3, 0, 10
simple team, 0.05, True, 100.397, 3.589, 0, 0, 12
simple team, 0.05, True, 100.397, 3.416, 2, 0, 13
simple team, 0.05, True, 100.397, 3.81, 4, 0, 14
simple team, 0.05, True, 82.327, 3.002, 1, 0, 11
simple team, 0.05, True, 82.327, 3.36, 2, 0, 12
simple team, 0.05, True, 82.327, 3.04, 3, 0, 11
simple team, 0.05, True, 65.83, 2.466, 3, 0, 8
simple team, 0.05, True, 65.83, 2.481, 1, 0, 10
simple team, 0.05, True, 65.83, 2.579, 2, 0, 11
simple team, 0.05, True, 110.092, 4.307, 1, 0, 15
simple team, 0.05, True, 110.092, 4.188, 1, 0, 17
simple team, 0.05, True, 110.092, 3.987, 4, 0, 13
simple team, 0.05, True, 111.32, 4.07, 2, 0, 14
simple team, 0.05, True, 111.32, 4.073, 1, 0, 15
simple team, 0.05, True, 111.32, 3.776, 3, 0, 14
simple team, 0.05, True, 82.752, 3.017, 4, 0, 10
simple team, 0.05, True, 82.752, 3.084, 0, 0, 12
simple team, 0.05, True, 82.752, 3.155, 2, 0, 11
simple team, 0.05, True, 81.425, 3.502, 6, 0, 13
simple team, 0.05, True, 81.425, 3.42, 0, 0, 11
simple team, 0.05, True, 81.425, 3.366, 0, 0, 12
simple team, 0.05, True, 91.382, 3.425, 0, 0, 11
simple team, 0.05, True, 91.382, 3.676, 3, 0, 12
simple team, 0.05, True, 91.382, 3.403, 3, 0, 12
simple team, 0.05, True, 93.61, 3.566, 2, 0, 13
simple team, 0.05, True, 93.61, 3.137, 1, 0, 11
simple team, 0.05, True, 93.61, 3.644, 3, 0, 13
simple team, 0.05, True, 81.987, 2.979, 4, 0, 9
simple team, 0.05, True, 81.987, 3.318, 1, 0, 11
simple team, 0.05, True, 81.987, 4.089, 1, 0, 9
simple team, 0.05, True, 72.782, 2.861, 2, 0, 11
simple team, 0.05, True, 72.782, 2.558, 3, 0, 9
simple team, 0.05, True, 72.782, 2.615, 1, 0, 9
simple team, 0.05, True, 89.347, 3.754, 4, 0, 12
simple team, 0.05, True, 89.347, 3.146, 2, 0, 11
simple team, 0.05, True, 89.347, 3.358, 0, 0, 10
simple team, 0.05, True, 99.589, 3.631, 3, 0, 13
simple team, 0.05, True, 99.589, 3.522, 2, 0, 15
simple team, 0.05, True, 99.589, 3.514, 1, 0, 15
simple team, 0.05, True, 70.748, 2.865, 3, 0, 10
simple team, 0.05, True, 70.748, 2.857, 2, 0, 10
simple team, 0.05, True, 70.748, 2.644, 1, 0, 8
simple team, 0.05, True, 96.645, 3.72, 1, 0, 13
simple team, 0.05, True, 96.645, 3.69, 5, 0, 14
simple team, 0.05, True, 96.645, 3.887, 0, 0, 16
simple team, 0.05, True, 84.406, 3.331, 3, 0, 11
simple team, 0.05, True, 84.406, 3.052, 1, 0, 12
simple team, 0.05, True, 84.406, 3.135, 2, 0, 11
simple team, 0.05, True, 74.751, 2.702, 3, 0, 9
simple team, 0.05, True, 74.751, 2.734, 0, 0, 10
simple team, 0.05, True, 74.751, 2.856, 3, 0, 12
simple team, 0.05, True, 103.085, 3.82, 4, 0, 15
simple team, 0.05, True, 103.085, 4.026, 1, 0, 13
simple team, 0.05, True, 103.085, 3.505, 1, 0, 13
simple team, 0.05, True, 78.531, 3.045, 3, 0, 11
simple team, 0.05, True, 78.531, 2.991, 1, 0, 9
simple team, 0.05, True, 78.531, 2.926, 2, 0, 10
simple team, 0.05, True, 95.072, 3.386, 1, 0, 14
simple team, 0.05, True, 95.072, 3.337, 3, 0, 12
simple team, 0.05, True, 95.072, 3.658, 2, 0, 12
simple team, 0.05, True, 90.784, 3.165, 5, 0, 11
simple team, 0.05, True, 90.784, 3.617, 1, 0, 12
simple team, 0.05, True, 90.784, 3.666, 0, 0, 11
simple team, 0.05, True, 52.898, 1.931, 1, 0, 7
simple team, 0.05, True, 52.898, 2.125, 2, 0, 7
simple team, 0.05, True, 52.898, 2.393, 3, 0, 9
simple team, 0.05, True, 77.959, 2.695, 0, 0, 8
simple team, 0.05, True, 77.959, 3.269, 3, 0, 11
simple team, 0.05, True, 77.959, 2.653, 3, 0, 10
simple team, 0.05, True, 63.093, 4.946, 0, 0, 4
simple team, 0.05, True, 63.093, 2.307, 2, 0, 7
simple team, 0.05, True, 63.093, 2.68, 4, 0, 10
simple team, 0.05, True, 77.633, 3.022, 3, 0, 10
simple team, 0.05, True, 77.633, 3.058, 3, 0, 10
simple team, 0.05, True, 77.633, 2.976, 0, 0, 10
simple single, 0, True, 112.495, 2.86, 6, 0, 13
simple single, 0, True, 112.495, 3.105, 6, 0, 17
simple single, 0, True, 112.495, 2.983, 6, 0, 16
simple single, 0, True, 119.775, 3.123, 6, 0, 16
simple single, 0, True, 119.775, 3.491, 6, 0, 18
simple single, 0, True, 119.775, 2.608, 6, 0, 14
simple single, 0, True, 115.522, 2.809, 6, 0, 14
simple single, 0, True, 115.522, 4.137, 6, 0, 22
simple single, 0, True, 115.522, 3.04, 6, 0, 16
simple single, 0, True, 125.781, 2.42, 6, 0, 13
simple single, 0, True, 125.781, 2.799, 6, 0, 16
simple single, 0, True, 125.781, 3.25, 6, 0, 18
simple single, 0, True, 136.46, 2.806, 6, 0, 15
simple single, 0, True, 136.46, 3.125, 6, 0, 17
simple single, 0, True, 136.46, 3.452, 6, 0, 19
simple single, 0, True, 103.778, 2.599, 6, 0, 15
simple single, 0, True, 103.778, 2.688, 6, 0, 13
simple single, 0, True, 103.778, 3.25, 6, 0, 18
simple single, 0, True, 111.895, 3.294, 6, 0, 17
simple single, 0, True, 111.895, 2.619, 6, 0, 14
simple single, 0, True, 111.895, 2.852, 6, 0, 16
simple single, 0, True, 162.316, 3.171, 6, 0, 15
simple single, 0, True, 162.316, 3.028, 6, 0, 16
simple single, 0, True, 162.316, 2.26, 6, 0, 13
simple single, 0, True, 122.079, 3.347, 6, 0, 18
simple single, 0, True, 122.079, 2.461, 6, 0, 13
simple single, 0, True, 122.079, 2.521, 6, 0, 12
simple single, 0, True, 94.921, 3.186, 6, 0, 18
simple single, 0, True, 94.921, 2.364, 6, 0, 12
simple single, 0, True, 94.921, 3.092, 6, 0, 17
simple single, 0, True, 100.183, 2.924, 6, 0, 15
simple single, 0, True, 100.183, 2.821, 6, 0, 14
simple single, 0, True, 100.183, 2.724, 6, 0, 13
simple single, 0, True, 118.481, 3.039, 6, 0, 16
simple single, 0, True, 118.481, 3.02, 6, 0, 14
simple single, 0, True, 118.481, 2.561, 6, 0, 15
simple single, 0, True, 106.893, 2.702, 6, 0, 13
simple single, 0, True, 106.893, 2.6, 6, 0, 14
simple single, 0, True, 106.893, 2.841, 6, 0, 15
simple single, 0, True, 121.743, 2.932, 6, 0, 15
simple single, 0, True, 121.743, 2.845, 6, 0, 14
simple single, 0, True, 121.743, 3.088, 6, 0, 16
simple single, 0, True, 132.87, 2.854, 6, 0, 15
simple single, 0, True, 132.87, 2.604, 6, 0, 13
simple single, 0, True, 132.87, 3.335, 6, 0, 15
simple single, 0, True, 93.373, 2.386, 6, 0, 13
simple single, 0, True, 93.373, 2.686, 6, 0, 15
simple single, 0, True, 93.373, 2.502, 6, 0, 14
simple single, 0, True, 112.683, 2.723, 6, 0, 14
simple single, 0, True, 112.683, 2.801, 6, 0, 14
